Package                                                            Current          Wanted          Latest  Location                                                                              Depended by
@rollup/rollup-linux-s390x-gnu                                     MISSING          4.60.1          4.60.1  -                                                                                     rollup
@rollup/rollup-openbsd-x64                                         MISSING          4.60.1          4.60.1  -                                                                                     rollup
@rollup/rollup-openharmony-arm64                                   MISSING          4.60.1          4.60.1  -                                                                                     rollup
@rollup/rollup-win32-arm64-msvc                                    MISSING          4.60.1          4.60.1  -                                                                                     rollup
@rollup/rollup-win32-ia32-msvc                                     MISSING          4.60.1          4.60.1  -                                                                                     rollup
@rollup/rollup-win32-x64-gnu                                       MISSING          4.60.1          4.60.1  -                                                                                     rollup
@rollup/rollup-win32-x64-msvc                                      MISSING          4.60.1          4.60.1  -                                                                                     rollup
@swc/core                                                            1.7.6         1.15.24         1.15.24  node_modules/@swc/core                                                                @vitejs/plugin-react-swc
@swc/core-darwin-arm64                                             MISSING           1.7.6         1.15.24  -                                                                                     @swc/core
@swc/core-darwin-x64                                               MISSING           1.7.6         1.15.24  -                                                                                     @swc/core
@swc/core-linux-arm-gnueabihf                                      MISSING           1.7.6         1.15.24  -                                                                                     @swc/core
@swc/core-linux-arm64-gnu                                          MISSING           1.7.6         1.15.24  -                                                                                     @swc/core
@swc/core-linux-arm64-musl                                         MISSING           1.7.6         1.15.24  -                                                                                     @swc/core
@swc/core-linux-x64-gnu                                              1.7.6           1.7.6         1.15.24  node_modules/@swc/core-linux-x64-gnu                                                  @swc/core
@swc/core-linux-x64-musl                                             1.7.6           1.7.6         1.15.24  node_modules/@swc/core-linux-x64-musl                                                 @swc/core
@swc/core-win32-arm64-msvc                                         MISSING           1.7.6         1.15.24  -                                                                                     @swc/core
@swc/core-win32-ia32-msvc                                          MISSING           1.7.6         1.15.24  -                                                                                     @swc/core
@swc/core-win32-x64-msvc                                           MISSING           1.7.6         1.15.24  -                                                                                     @swc/core
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @internationalized/date
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @internationalized/message
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @internationalized/number
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @internationalized/string
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/breadcrumbs
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/button
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/calendar
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/checkbox
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/combobox
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/datepicker
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/dialog
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/focus
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/focus
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/focus
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/focus
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/focus
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/focus
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/focus
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/focus
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/focus
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/focus
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/focus
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/focus
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/focus
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/focus
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/focus
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/focus
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/focus
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/focus
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/focus
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/focus
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/focus
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/focus
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/focus
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/focus
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/focus
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/focus
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/focus
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/focus
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/focus
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/focus
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/form
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/grid
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/i18n
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/i18n
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/i18n
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/interactions
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/interactions
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/interactions
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/interactions
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/interactions
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/interactions
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/interactions
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/interactions
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/interactions
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/interactions
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/interactions
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/interactions
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/interactions
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/interactions
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/interactions
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/interactions
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/interactions
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/interactions
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/interactions
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/interactions
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/interactions
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/interactions
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/interactions
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/interactions
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/interactions
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/interactions
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/interactions
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/label
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/link
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/listbox
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/live-announcer
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/menu
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/overlays
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/progress
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/radio
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/selection
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/selection
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/slider
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/spinbutton
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/ssr
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/ssr
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/switch
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/table
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/tabs
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/textfield
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/toggle
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/tooltip
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/utils
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/utils
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/utils
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/utils
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/utils
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/utils
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-aria/visually-hidden
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-stately/calendar
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-stately/checkbox
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-stately/collections
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-stately/collections
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-stately/collections
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-stately/combobox
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-stately/datepicker
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-stately/flags
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-stately/form
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-stately/form
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-stately/grid
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-stately/list
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-stately/list
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-stately/list
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-stately/menu
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-stately/menu
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-stately/menu
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-stately/menu
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-stately/overlays
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-stately/overlays
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-stately/overlays
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-stately/overlays
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-stately/overlays
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-stately/overlays
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-stately/radio
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-stately/select
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-stately/selection
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-stately/slider
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-stately/table
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-stately/tabs
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-stately/toggle
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-stately/toggle
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-stately/toggle
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-stately/toggle
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-stately/toggle
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-stately/tooltip
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-stately/tree
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-stately/tree
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-stately/tree
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-stately/tree
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-stately/tree
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-stately/utils
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-stately/utils
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-stately/utils
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-stately/utils
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-stately/utils
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-stately/utils
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-stately/utils
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @react-stately/virtualizer
@swc/helpers                                                        0.5.12          0.5.21          0.5.21  node_modules/@swc/helpers                                                             @swc/core
@swc/types                                                          0.1.12          0.1.26          0.1.26  node_modules/@swc/types                                                               @swc/core
@tailwindcss/forms                                                   0.5.9          0.5.11          0.5.11  node_modules/@tailwindcss/forms                                                       web
@tanem/svg-injector                                                10.1.68         10.1.68          11.3.2  node_modules/@tanem/svg-injector                                                      react-svg
@tremor/react                                                       3.18.4          3.18.7          3.18.7  node_modules/@tremor/react                                                            web
@types/node                                                         22.9.1          25.5.2          25.5.2  node_modules/@types/node                                                              @types/readable-stream
@types/node                                                         22.9.1          25.5.2          25.5.2  node_modules/@types/node                                                              @types/ws
@types/node                                                         22.9.1          25.5.2          25.5.2  node_modules/@types/node                                                              vite
@types/prop-types                                                  15.7.13         15.7.15         15.7.15  node_modules/@types/prop-types                                                        @mui/utils
@types/prop-types                                                  15.7.13         15.7.15         15.7.15  node_modules/@types/prop-types                                                        @types/react
@types/prop-types                                                  15.7.13         15.7.15         15.7.15  node_modules/@types/prop-types                                                        react-svg
@types/react                                                        18.3.3         19.2.14         19.2.14  node_modules/@types/react                                                             @mui/icons-material
@types/react                                                        18.3.3         19.2.14         19.2.14  node_modules/@types/react                                                             @mui/material
@types/react                                                        18.3.3         19.2.14         19.2.14  node_modules/@types/react                                                             @mui/private-theming
@types/react                                                        18.3.3         19.2.14         19.2.14  node_modules/@types/react                                                             @mui/system
@types/react                                                        18.3.3         19.2.14         19.2.14  node_modules/@types/react                                                             @mui/types
@types/react                                                        18.3.3         19.2.14         19.2.14  node_modules/@types/react                                                             @mui/utils
@types/react                                                        18.3.3         19.2.14         19.2.14  node_modules/@types/react                                                             @types/react-dom
@types/react                                                        18.3.3         19.2.14         19.2.14  node_modules/@types/react                                                             @types/react-transition-group
@types/react                                                        18.3.3         19.2.14         19.2.14  node_modules/@types/react                                                             react-remove-scroll
@types/react                                                        18.3.3         19.2.14         19.2.14  node_modules/@types/react                                                             react-remove-scroll-bar
@types/react                                                        18.3.3         19.2.14         19.2.14  node_modules/@types/react                                                             react-style-singleton
@types/react                                                        18.3.3         19.2.14         19.2.14  node_modules/@types/react                                                             use-callback-ref
@types/react                                                        18.3.3         19.2.14         19.2.14  node_modules/@types/react                                                             use-sidecar
@types/react                                                        18.3.3         18.3.28         19.2.14  node_modules/@types/react                                                             web
@types/react-dom                                                    18.3.0          18.3.7          19.2.3  node_modules/@types/react-dom                                                         web
@types/react-transition-group                                       4.4.11          4.4.12          4.4.12  node_modules/@types/react-transition-group                                            @mui/material
@types/readable-stream                                              4.0.18          4.0.23          4.0.23  node_modules/@types/readable-stream                                                   bl
@types/readable-stream                                              4.0.18          4.0.23          4.0.23  node_modules/@types/readable-stream                                                   mqtt
@types/ws                                                           8.5.13          8.18.1          8.18.1  node_modules/@types/ws                                                                mqtt
@vitejs/plugin-react-swc                                             3.7.0          3.11.0           4.3.0  node_modules/@vitejs/plugin-react-swc                                                 web
acorn                                                               8.12.1          8.16.0          8.16.0  node_modules/acorn                                                                    acorn-jsx
acorn                                                               8.12.1          8.16.0          8.16.0  node_modules/acorn                                                                    espree
ajv                                                                 6.14.0          6.14.0          8.18.0  node_modules/ajv                                                                      @eslint/eslintrc
ajv                                                                 6.14.0          6.14.0          8.18.0  node_modules/ajv                                                                      eslint
ansi-regex                                                           6.0.1           6.2.2           6.2.2  node_modules/@isaacs/cliui/node_modules/ansi-regex                                    strip-ansi
ansi-regex                                                           6.0.1           6.2.2           6.2.2  node_modules/string-width/node_modules/ansi-regex                                     strip-ansi
ansi-regex                                                           5.0.1           5.0.1           6.2.2  node_modules/ansi-regex                                                               strip-ansi
ansi-regex                                                           6.0.1           6.2.2           6.2.2  node_modules/wrap-ansi/node_modules/ansi-regex                                        strip-ansi
ansi-regex                                                           5.0.1           5.0.1           6.2.2  node_modules/ansi-regex                                                               strip-ansi-cjs
ansi-styles                                                          4.3.0           4.3.0           6.2.3  node_modules/ansi-styles                                                              chalk
ansi-styles                                                          6.2.1           6.2.3           6.2.3  node_modules/wrap-ansi/node_modules/ansi-styles                                       wrap-ansi
ansi-styles                                                          4.3.0           4.3.0           6.2.3  node_modules/ansi-styles                                                              wrap-ansi-cjs
array-buffer-byte-length                                             1.0.1           1.0.2           1.0.2  node_modules/array-buffer-byte-length                                                 arraybuffer.prototype.slice
array-buffer-byte-length                                             1.0.1           1.0.2           1.0.2  node_modules/array-buffer-byte-length                                                 es-abstract
